Date,Type,Day1,Day2,Day3,Comments
2021-02-03,LB,0,0,0,
2021-02-03,Sheath,0,0,0,
2021-02-08,LB,0,0,0,
2021-02-08,Sheath,0,0,0,
2021-02-09,LB,0,0,0,
2021-02-09,Sheath,0,0,0,
2021-02-10,LB,0,0,,
2021-02-11,LB,0,0,,
2021-02-15,LB,0,0,,
2021-02-19,LB,0,0,,
2021-02-19,Sheath,0,0,,
2021-02-22,LB,0,0,0,
2021-02-22,Sheath,0,0,0,
2021-02-23,LB,0,0,0,
2021-02-23,Sheath,0,0,0,
2022-02-01,LB,,,,
2022-02-01,Sheath,,,,
2022-05-02,Sheath,0,0,0,
2022-05-02,LB,0,0,0,
2022-05-03,Sheath,0,0,0,
2022-05-03,LB,0,0,0,
2022-05-04,LB,0,0,0,
2022-05-04,Sheath,0,0,0,
2022-05-05,LB,0,0,,
2022-05-05,Sheath,0,0,,
2022-05-09,LB,0,0,0,
2022-05-09,Sheath,0,0,0,
2022-05-11,LB,0,0,,
2022-05-11,Sheath,0,0,,
2022-05-12,LB,0,0,,
2022-05-12,Sheath,0,0,,
2022-05-13,LB,0,0,0,
2022-05-13,Sheath,0,0,0,
2022-05-17,LB,0,0,0,
2022-05-17,Sheath,0,0,0,
2022-05-23,LB,0,0,0,
2022-05-23,Sheath,0,0,0,
2022-05-24,LB,0,0,0,
2022-05-24,Sheath,0,0,0,
2022-05-25,LB,0,0,,
2022-05-25,Sheath,0,,,
2022-05-26,LB,0,0,,
2022-05-26,Sheath,0,0,,
2022-05-27,LB,0,,,
2022-05-27,Sheath,0,,,
2022-05-31,LB,0,0,0,
2022-05-31,Sheath,0,0,0,
2022-06-01,LB,0,0,0,
2022-06-01,Sheath,0,0,0,
2022-06-02,LB,0,0,0,
2022-06-02,Sheath,0,1,1,Sheath tube taken date before and date after were negative
2022-06-03,LB,0,0,0,
2022-06-03,Sheath,0,0,0,
2022-06-06,LB,0,0,0,
2022-06-06,Sheath,0,0,0,
2022-06-07,LB,0,0,0,
2022-06-07,Sheath,0,0,0,
2022-06-08,LB,0,0,0,
2022-06-08,Sheath,0,0,0,
2022-06-09,LB,0,0,0,
2022-06-09,Sheath,0,0,0,
2022-06-10,LB,0,0,0,
2022-06-10,Sheath,0,0,0,
2022-06-13,LB,0,0,0,
2022-06-14,LB,0,0,0,
2022-06-14,Sheath,0,0,0,
2022-06-17,LB,0,0,0,
2022-06-17,Sheath,0,0,0,
2022-06-21,LB,0,0,0,
2022-06-21,Sheath,0,0,0,
2022-06-22,LB,0,0,0,
2022-06-22,Sheath,0,0,0,
2022-06-27,Sheath,0,0,0,
2022-06-28,Sheath,0,0,0,
2022-06-29,LB,0,0,0,
2022-06-29,Sheath,0,0,0,
2022-06-30,LB,0,0,0,
2022-06-30,Sheath,0,0,0,
2022-07-05,LB,0,0,0,
2022-07-05,Sheath,0,0,0,
2022-07-06,LB,0,0,0,
2022-07-06,Sheath,0,0,0,
2022-07-08,LB,0,0,0,
2022-07-08,Sheath,0,0,0,
2022-07-13,LB,0,0,0,
2022-07-13,Sheath,0,0,0,
2022-07-15,LB,0,0,0,
2022-07-15,Sheath,0,0,0,
2022-07-20,LB,0,0,0,
2022-07-20,Sheath,0,0,0,
2022-07-22,LB,0,0,0,
2022-07-22,Sheath,0,0,0,
2022-07-25,LB,0,0,0,
2022-07-25,Sheath,0,0,0,
2022-07-26,LB,0,0,0,
2022-07-26,Sheath,0,0,0,
2022-07-27,LB,0,0,0,
2022-07-27,Sheath,0,0,0,
2022-07-28,LB,0,0,0,
2022-07-28,Sheath,0,0,0,
2022-07-29,LB,0,0,0,
2022-07-29,Sheath,0,0,0,
2022-08-01,LB,0,0,0,
2022-08-01,Sheath,0,0,0,
2022-08-02,LB,0,0,0,
2022-08-02,Sheath,0,0,0,
2022-08-03,LB,0,0,0,
2022-08-03,Sheath,0,0,0,
2022-08-04,LB,0,0,0,
2022-08-04,Sheath,0,0,0,
2022-08-08,LB,0,0,0,
2022-08-08,Sheath,0,0,0,
2022-08-09,LB,0,0,0,
2022-08-09,Sheath,0,0,0,
2022-08-10,LB,0,0,0,
2022-08-10,Sheath,0,0,0,
2022-08-11,LB,0,0,0,
2022-08-11,Sheath,0,0,0,
2022-08-12,LB,0,0,0,
2022-08-12,Sheath,0,0,0,
2022-08-15,LB,0,0,0,
2022-08-15,Sheath,0,0,0,
2022-08-16,LB,0,0,0,
2022-08-16,Sheath,0,0,0,
2022-08-17,LB,0,0,0,
2022-08-17,Sheath,0,0,0,
2022-08-18,LB,0,0,0,
